customer_age,job_type,marital,education,default,balance,housing_loan,personal_loan,month,last_contact_duration,num_contacts_in_campaign,num_contacts_prev_campaign,prev_campaign_outcome,term_deposit_subscribed,mid_month
34.0,blue-collar,married,secondary,no,197.0,yes,no,jul,0.0,1.0,0,unknown,0,0
30.0,management,single,tertiary,no,225.0,no,no,aug,123.0,3.0,0,unknown,0,0
50.0,admin.,married,secondary,no,190.0,no,yes,jun,92.0,1.0,0,unknown,0,1
51.0,technician,divorced,secondary,no,307.0,no,no,jul,376.0,2.0,0,unknown,0,1
46.0,blue-collar,married,secondary,no,452.0,no,yes,aug,631.0,6.0,0,unknown,1,1
45.0,blue-collar,divorced,primary,no,595.0,yes,no,may,836.0,2.0,0,unknown,1,1
28.0,blue-collar,married,secondary,no,1130.0,no,no,feb,144.0,3.0,0,unknown,0,0
56.0,retired,married,secondary,no,5520.0,no,no,jun,135.0,1.0,0,unknown,0,1
24.0,housemaid,single,primary,yes,-1010.0,yes,yes,jul,238.0,1.0,0,unknown,0,1
39.0,management,married,tertiary,no,591.0,yes,no,nov,50.0,1.0,0,unknown,0,1
35.0,management,single,tertiary,yes,-21.0,no,no,jun,127.0,2.0,0,unknown,0,1
41.0,services,divorced,secondary,no,1152.0,no,yes,nov,187.0,1.0,1,failure,0,1
34.0,management,single,tertiary,no,257.0,no,no,apr,186.0,6.0,0,unknown,0,0
54.0,management,divorced,tertiary,no,94.0,no,yes,jul,102.0,4.0,0,unknown,0,0
54.0,blue-collar,married,primary,no,6389.0,yes,no,may,170.0,8.0,0,unknown,0,0
27.0,student,single,tertiary,no,-1.0,no,no,apr,134.0,2.0,0,unknown,0,1
31.0,management,married,tertiary,no,631.0,no,no,aug,47.0,8.0,0,unknown,0,1
33.0,services,divorced,secondary,no,-392.0,yes,no,may,158.0,2.0,0,unknown,0,1
29.0,blue-collar,single,primary,no,10.0,yes,no,may,133.0,4.0,0,unknown,0,0
35.0,management,married,tertiary,no,3085.0,no,no,jun,277.0,9.0,0,unknown,0,1
43.0,technician,single,secondary,no,1680.0,yes,no,jun,85.0,2.0,0,unknown,0,0
35.0,management,married,tertiary,no,4174.0,no,no,apr,187.0,5.0,0,unknown,0,1
55.0,retired,married,primary,no,1469.0,no,no,aug,81.0,2.0,0,unknown,0,0
34.0,management,married,tertiary,no,4289.0,yes,no,aug,169.0,2.0,0,unknown,0,1
32.0,management,married,tertiary,no,446.0,yes,no,may,47.0,1.0,0,unknown,0,0
24.0,student,single,secondary,no,977.0,no,no,jan,504.0,1.0,0,unknown,0,1
28.0,services,single,tertiary,no,3025.0,yes,no,may,407.0,7.0,0,unknown,0,1
29.0,blue-collar,married,secondary,no,2786.0,yes,no,jun,373.0,2.0,0,unknown,0,0
36.0,technician,divorced,secondary,no,302.0,yes,yes,may,466.0,3.0,0,unknown,0,1
34.0,blue-collar,single,secondary,no,856.0,yes,no,may,552.0,1.0,1,success,1,0
36.0,management,married,secondary,no,2308.0,yes,no,may,675.0,1.0,1,failure,0,0
31.0,entrepreneur,married,secondary,no,-141.0,yes,yes,may,473.0,2.0,0,unknown,0,1
35.0,admin.,married,secondary,no,1549.0,yes,yes,jul,205.0,2.0,4,other,0,0
27.0,technician,single,tertiary,no,81.0,yes,no,may,127.0,2.0,0,unknown,0,1
37.0,blue-collar,married,unknown,no,-4.0,yes,no,nov,187.0,1.0,0,unknown,0,1
34.0,management,married,secondary,no,3930.0,yes,no,may,760.0,1.0,2,failure,1,0
61.0,retired,married,primary,no,6958.0,no,yes,jun,174.0,10.0,0,unknown,0,1
48.0,unemployed,married,secondary,no,1038.0,no,no,aug,561.0,1.0,5,failure,0,0
72.0,retired,married,primary,no,1767.0,no,no,mar,291.0,2.0,2,success,1,0
43.0,admin.,married,secondary,no,100.0,yes,no,jul,88.0,4.0,0,unknown,0,0
40.0,management,married,secondary,no,390.0,no,no,jun,322.0,5.0,0,unknown,0,1
21.0,student,single,secondary,no,603.0,yes,no,may,377.0,4.0,0,unknown,0,0
45.0,management,married,tertiary,no,2459.0,no,no,aug,91.0,11.0,0,unknown,0,1
45.0,blue-collar,married,secondary,no,195.0,yes,no,feb,74.0,1.0,0,unknown,0,0
29.0,services,single,secondary,no,1510.0,yes,no,nov,179.0,1.0,0,unknown,0,1
43.0,entrepreneur,married,secondary,no,4387.0,yes,no,jul,164.0,4.0,0,unknown,0,0
42.0,blue-collar,married,primary,no,112.0,yes,no,may,241.0,2.0,0,unknown,0,0
24.0,services,single,secondary,no,274.0,yes,no,may,268.0,1.0,0,unknown,0,0
33.0,technician,single,secondary,no,1696.0,yes,no,may,128.0,1.0,0,unknown,0,1
32.0,services,married,secondary,no,1782.0,yes,yes,may,237.0,1.0,0,unknown,0,0
34.0,blue-collar,married,primary,no,-208.0,yes,no,may,73.0,6.0,0,unknown,0,0
44.0,unemployed,divorced,secondary,no,697.0,yes,no,may,246.0,1.0,0,unknown,0,1
32.0,blue-collar,married,primary,no,66.0,no,yes,jul,236.0,2.0,0,unknown,0,0
35.0,blue-collar,married,secondary,no,5336.0,no,no,jun,67.0,1.0,0,unknown,0,0
41.0,unemployed,married,tertiary,no,0.0,no,no,jul,735.0,1.0,1,failure,1,1
59.0,unemployed,single,unknown,no,540.0,no,no,jan,655.0,1.0,0,unknown,0,1
49.0,management,married,tertiary,no,729.0,no,no,aug,238.0,1.0,0,unknown,0,0
31.0,self-employed,single,secondary,no,200.0,yes,no,apr,823.0,1.0,1,failure,0,1
34.0,management,married,secondary,no,334.0,no,no,apr,180.0,3.0,0,unknown,1,0
52.0,technician,married,tertiary,no,2509.0,no,no,nov,221.0,3.0,0,unknown,0,1
54.0,management,married,tertiary,no,1159.0,no,no,aug,43.0,4.0,0,unknown,0,1
29.0,management,single,tertiary,no,-2.0,yes,no,apr,312.0,2.0,2,failure,0,0
51.0,management,divorced,tertiary,no,-4.0,yes,no,may,189.0,1.0,3,failure,0,0
34.0,unemployed,married,primary,no,312.0,yes,no,may,202.0,1.0,3,failure,0,0
40.0,services,married,secondary,no,1114.0,yes,no,may,339.0,5.0,2,failure,0,0
61.0,blue-collar,married,primary,no,2.0,no,yes,jul,148.0,10.0,0,unknown,0,0
38.0,blue-collar,married,secondary,no,2263.0,no,yes,jul,64.0,6.0,0,unknown,0,1
57.0,technician,married,tertiary,no,-4.0,no,no,aug,542.0,4.0,0,unknown,0,1
53.0,retired,married,primary,no,137.0,yes,no,may,280.0,2.0,0,unknown,0,0
32.0,admin.,single,secondary,no,305.0,no,no,jan,471.0,2.0,1,failure,0,1
56.0,blue-collar,married,secondary,no,1361.0,no,no,apr,153.0,1.0,0,unknown,0,0
35.0,blue-collar,married,primary,no,-107.0,yes,yes,may,709.0,1.0,0,unknown,1,0
49.0,blue-collar,divorced,secondary,no,425.0,yes,no,jun,89.0,4.0,0,unknown,0,0
49.0,technician,married,secondary,no,214.0,yes,yes,jun,67.0,2.0,0,unknown,0,1
42.0,blue-collar,married,primary,no,3141.0,yes,no,may,75.0,9.0,0,unknown,0,0
53.0,services,divorced,secondary,no,14.0,yes,no,may,74.0,1.0,1,failure,0,0
33.0,management,single,tertiary,no,2649.0,no,no,apr,113.0,8.0,2,success,1,0
23.0,technician,single,secondary,no,2020.0,yes,no,jun,1043.0,1.0,0,unknown,0,0
42.0,management,single,tertiary,no,898.0,yes,yes,apr,366.0,1.0,0,unknown,0,0
32.0,management,married,tertiary,no,542.0,no,yes,aug,104.0,4.0,0,unknown,0,1
59.0,retired,single,tertiary,no,1409.0,yes,no,may,417.0,2.0,0,unknown,0,0
55.0,services,married,secondary,no,1298.0,yes,no,may,171.0,1.0,0,unknown,0,0
29.0,blue-collar,single,secondary,no,3.0,yes,no,may,397.0,9.0,0,unknown,0,1
48.0,blue-collar,married,primary,no,2463.0,yes,no,may,151.0,2.0,0,unknown,0,0
21.0,services,married,secondary,no,-3.0,yes,yes,may,103.0,5.0,0,unknown,0,1
45.0,admin.,single,secondary,no,733.0,yes,no,may,273.0,1.0,3,success,1,1
48.0,management,single,tertiary,no,4.0,no,no,aug,147.0,2.0,0,unknown,0,0
32.0,admin.,married,tertiary,no,568.0,no,no,jul,216.0,1.0,0,unknown,0,0
32.0,blue-collar,divorced,primary,no,58.0,no,no,may,123.0,1.0,0,unknown,0,0
46.0,blue-collar,married,primary,no,1509.0,yes,no,may,96.0,2.0,0,unknown,0,1
48.0,services,single,unknown,no,5094.0,yes,no,nov,139.0,2.0,1,failure,0,1
34.0,entrepreneur,married,tertiary,no,130.0,no,yes,jul,280.0,1.0,0,unknown,0,0
36.0,technician,divorced,secondary,no,1974.0,yes,no,feb,85.0,3.0,0,unknown,0,0
55.0,entrepreneur,married,unknown,no,349.0,no,no,nov,204.0,1.0,0,unknown,0,1
66.0,retired,married,tertiary,no,1337.0,no,no,feb,697.0,1.0,0,unknown,1,0
43.0,blue-collar,married,secondary,no,690.0,no,no,aug,136.0,7.0,0,unknown,0,1
38.0,management,divorced,tertiary,no,2194.0,yes,yes,jun,549.0,3.0,0,unknown,0,0
36.0,management,single,tertiary,no,3143.0,no,no,nov,362.0,4.0,2,success,1,0
31.0,blue-collar,married,secondary,no,965.0,yes,no,apr,365.0,2.0,2,other,0,1
42.0,management,married,tertiary,no,-1486.0,yes,no,may,206.0,2.0,0,unknown,0,1
53.0,self-employed,married,primary,no,8314.0,no,no,jun,192.0,1.0,0,unknown,0,0
41.0,management,married,tertiary,no,343.0,no,yes,jul,103.0,3.0,0,unknown,0,0
31.0,technician,married,tertiary,no,99.0,no,no,nov,47.0,6.0,0,unknown,0,1
31.0,technician,married,secondary,no,-231.0,yes,no,apr,175.0,3.0,3,other,0,1
37.0,blue-collar,married,secondary,no,-432.0,yes,no,may,578.0,3.0,0,unknown,0,1
45.0,technician,married,unknown,no,1124.0,yes,no,jun,123.0,4.0,0,unknown,0,1
38.0,blue-collar,single,unknown,no,-930.0,yes,no,jul,140.0,11.0,0,unknown,0,1
57.0,unemployed,divorced,secondary,no,306.0,no,no,apr,149.0,1.0,3,success,1,1
21.0,blue-collar,married,secondary,no,94.0,yes,no,may,176.0,1.0,0,unknown,0,0
39.0,admin.,single,secondary,no,25.0,yes,no,may,44.0,2.0,5,failure,0,0
36.0,admin.,single,secondary,no,406.0,no,no,jan,389.0,1.0,0,unknown,0,1
70.0,management,married,tertiary,no,839.0,no,no,feb,142.0,3.0,0,unknown,0,0
30.0,admin.,single,secondary,no,381.0,yes,no,nov,387.0,1.0,1,failure,0,1
41.0,unknown,married,unknown,no,36.0,no,no,jun,54.0,1.0,0,unknown,0,1
36.0,blue-collar,married,secondary,no,1389.0,yes,no,may,115.0,5.0,0,unknown,0,1
43.0,blue-collar,married,secondary,no,4903.0,yes,no,jul,135.0,2.0,0,unknown,0,1
46.0,management,married,unknown,no,377.0,no,no,jan,304.0,3.0,0,unknown,0,1
38.0,entrepreneur,married,tertiary,no,442.0,no,no,nov,18.0,3.0,0,unknown,0,1
35.0,services,married,secondary,no,-4.0,yes,no,jul,182.0,2.0,0,unknown,0,0
42.0,self-employed,married,tertiary,no,1430.0,yes,yes,jun,3.0,3.0,0,unknown,0,1
28.0,admin.,married,secondary,no,3535.0,yes,no,nov,425.0,1.0,0,unknown,0,1
36.0,services,single,tertiary,no,90.0,no,no,jun,204.0,1.0,1,failure,0,0
45.0,technician,married,secondary,no,4.0,yes,no,may,245.0,1.0,0,unknown,0,1
55.0,technician,married,tertiary,no,426.0,yes,no,jun,71.0,1.0,0,unknown,0,0
22.0,unemployed,single,tertiary,no,993.0,no,no,jul,126.0,3.0,1,other,0,1
42.0,blue-collar,married,secondary,no,1013.0,yes,no,nov,109.0,1.0,4,other,0,1
23.0,housemaid,married,secondary,no,-762.0,yes,no,jul,189.0,1.0,0,unknown,0,0
29.0,blue-collar,married,secondary,no,-110.0,yes,no,may,129.0,2.0,2,failure,0,0
65.0,retired,married,secondary,no,1174.0,no,no,aug,129.0,1.0,1,failure,0,0
34.0,entrepreneur,married,primary,no,80.0,yes,no,nov,67.0,2.0,0,unknown,0,1
37.0,unknown,married,tertiary,no,1257.0,no,no,aug,223.0,9.0,0,unknown,0,0
23.0,student,single,tertiary,no,1190.0,no,no,jun,157.0,1.0,0,unknown,1,0
46.0,entrepreneur,divorced,secondary,no,-603.0,yes,yes,jan,350.0,3.0,0,unknown,0,1
34.0,management,single,tertiary,no,425.0,no,no,jul,157.0,6.0,0,unknown,0,1
49.0,management,divorced,secondary,no,721.0,yes,no,jun,263.0,2.0,0,unknown,0,1
55.0,retired,single,secondary,no,131.0,no,yes,jul,863.0,2.0,0,unknown,1,1
29.0,admin.,married,secondary,no,180.0,yes,no,may,396.0,3.0,0,unknown,0,0
41.0,technician,married,secondary,no,229.0,yes,yes,may,382.0,1.0,2,failure,0,0
55.0,unknown,married,unknown,no,667.0,no,no,may,61.0,5.0,0,unknown,0,0
32.0,management,married,tertiary,no,1139.0,no,no,aug,74.0,4.0,0,unknown,0,1
33.0,management,single,tertiary,no,1303.0,no,no,aug,336.0,3.0,0,unknown,0,1
43.0,blue-collar,married,primary,no,6593.0,yes,no,nov,77.0,1.0,0,unknown,0,1
34.0,technician,married,secondary,no,348.0,yes,no,may,273.0,2.0,1,success,0,0
29.0,management,single,tertiary,no,313.0,no,no,may,190.0,2.0,2,success,1,1
59.0,admin.,single,secondary,no,1619.0,yes,no,may,99.0,1.0,0,unknown,0,0
30.0,management,single,secondary,no,1612.0,yes,no,nov,158.0,3.0,0,unknown,0,1
27.0,technician,single,secondary,no,39.0,yes,yes,jul,786.0,1.0,0,unknown,0,1
57.0,retired,married,secondary,no,6694.0,no,no,apr,516.0,1.0,0,unknown,0,1
52.0,retired,married,tertiary,no,1454.0,no,yes,nov,433.0,2.0,3,failure,0,1
32.0,blue-collar,married,unknown,no,693.0,yes,yes,nov,151.0,1.0,0,unknown,0,1
25.0,admin.,married,secondary,no,3412.0,no,no,oct,251.0,3.0,1,success,1,0
49.0,blue-collar,divorced,primary,no,1928.0,no,yes,jul,304.0,4.0,0,unknown,0,1
59.0,retired,divorced,tertiary,no,385.0,yes,no,apr,191.0,2.0,4,failure,0,1
41.0,management,single,tertiary,no,4265.0,yes,no,may,870.0,1.0,0,unknown,0,1
57.0,housemaid,divorced,primary,no,3822.0,no,no,jul,1014.0,2.0,0,unknown,0,1
41.0,technician,single,tertiary,no,169.0,no,no,aug,241.0,4.0,0,unknown,0,0
26.0,student,single,secondary,no,212.0,yes,no,may,325.0,2.0,0,unknown,0,0
23.0,blue-collar,single,secondary,no,379.0,yes,no,may,5.0,1.0,2,other,0,1
42.0,blue-collar,divorced,primary,no,90.0,yes,no,may,226.0,2.0,0,unknown,0,0
35.0,technician,married,secondary,no,4325.0,yes,yes,nov,109.0,1.0,0,unknown,0,1
33.0,services,single,secondary,no,6533.0,yes,no,jun,511.0,3.0,0,unknown,0,0
62.0,retired,married,secondary,no,4250.0,yes,no,may,85.0,1.0,0,unknown,0,0
41.0,technician,married,secondary,no,205.0,yes,no,jul,334.0,1.0,0,unknown,0,1
59.0,blue-collar,married,secondary,no,1519.0,yes,yes,may,85.0,2.0,5,failure,0,1
28.0,services,married,secondary,no,593.0,yes,no,nov,401.0,2.0,0,unknown,0,1
35.0,services,married,secondary,no,507.0,yes,yes,may,364.0,2.0,0,unknown,0,1
38.0,management,married,tertiary,no,3157.0,no,no,aug,82.0,4.0,0,unknown,0,1
32.0,services,divorced,primary,no,461.0,yes,no,jul,486.0,1.0,0,unknown,1,1
34.0,technician,married,secondary,yes,-36.0,yes,no,may,217.0,5.0,0,unknown,0,1
28.0,blue-collar,married,secondary,no,65.0,yes,no,may,436.0,2.0,3,failure,0,0
32.0,management,single,tertiary,no,6778.0,yes,no,may,37.0,6.0,0,unknown,0,0
31.0,management,single,tertiary,no,1675.0,no,no,sep,109.0,2.0,1,failure,0,0
50.0,management,married,tertiary,no,4.0,no,no,aug,82.0,6.0,0,unknown,0,1
28.0,self-employed,single,tertiary,no,3285.0,no,no,may,425.0,1.0,3,success,1,0
32.0,blue-collar,single,secondary,no,234.0,yes,no,may,493.0,1.0,0,unknown,0,0
51.0,retired,married,tertiary,no,490.0,no,no,jul,41.0,6.0,0,unknown,0,0
24.0,admin.,single,secondary,no,-231.0,yes,no,may,103.0,1.0,0,unknown,0,1
37.0,unemployed,divorced,secondary,no,2179.0,yes,no,jul,54.0,2.0,0,unknown,0,1
50.0,blue-collar,married,primary,yes,1.0,no,no,jul,315.0,3.0,0,unknown,0,1
36.0,blue-collar,married,primary,no,10.0,yes,yes,may,306.0,2.0,0,unknown,0,0
38.0,admin.,single,secondary,no,2345.0,yes,no,may,506.0,2.0,2,failure,1,0
38.0,blue-collar,married,secondary,no,297.0,yes,no,may,500.0,1.0,0,unknown,0,0
31.0,technician,married,secondary,no,132.0,no,no,may,216.0,1.0,0,unknown,1,0
35.0,unemployed,divorced,tertiary,yes,75.0,yes,no,jun,39.0,3.0,0,unknown,0,0
53.0,blue-collar,single,secondary,no,921.0,no,no,jul,848.0,4.0,0,unknown,0,1
45.0,entrepreneur,married,primary,no,3703.0,yes,no,may,134.0,2.0,0,unknown,0,0
50.0,admin.,married,secondary,no,-464.0,yes,no,feb,189.0,5.0,0,unknown,0,0
51.0,housemaid,married,secondary,no,32.0,yes,no,jun,143.0,1.0,0,unknown,0,0
30.0,management,married,tertiary,no,1341.0,no,no,aug,275.0,2.0,0,unknown,0,0
33.0,blue-collar,married,unknown,no,-465.0,no,no,may,136.0,1.0,0,unknown,0,1
42.0,blue-collar,married,primary,no,-67.0,yes,no,may,245.0,2.0,0,unknown,0,0
34.0,technician,single,secondary,no,198.0,yes,no,feb,134.0,1.0,0,unknown,0,0
42.0,blue-collar,married,secondary,no,226.0,yes,yes,jan,113.0,3.0,0,unknown,0,1
38.0,blue-collar,married,secondary,no,-28.0,yes,no,may,145.0,1.0,0,unknown,0,0
32.0,management,divorced,tertiary,no,-4.0,yes,yes,aug,293.0,8.0,0,unknown,0,1
41.0,services,married,secondary,no,-5.0,no,no,feb,226.0,2.0,0,unknown,0,0
46.0,admin.,single,tertiary,no,381.0,yes,no,may,79.0,2.0,0,unknown,0,0
27.0,technician,single,secondary,no,4790.0,yes,no,jun,94.0,2.0,0,unknown,0,0
59.0,management,married,primary,no,592.0,no,no,jun,171.0,2.0,0,unknown,0,0
45.0,blue-collar,married,secondary,no,6883.0,no,no,oct,99.0,1.0,1,other,0,0
49.0,management,single,tertiary,no,584.0,yes,no,feb,119.0,1.0,0,unknown,0,0
28.0,admin.,married,secondary,no,1168.0,no,no,may,196.0,1.0,2,failure,0,1
43.0,management,married,unknown,no,1336.0,yes,no,may,485.0,2.0,0,unknown,0,0
38.0,services,married,secondary,no,7707.0,yes,no,may,198.0,4.0,3,other,0,0
44.0,self-employed,married,unknown,no,6.0,yes,no,may,381.0,2.0,0,unknown,0,1
30.0,technician,single,tertiary,no,-766.0,yes,no,may,620.0,1.0,0,unknown,1,1
49.0,blue-collar,married,primary,no,482.0,yes,no,jun,117.0,5.0,0,unknown,0,1
40.0,blue-collar,married,secondary,no,-4.0,no,no,jun,361.0,1.0,0,unknown,0,0
27.0,admin.,single,secondary,no,2.0,no,no,nov,67.0,1.0,1,failure,0,0
34.0,management,single,tertiary,no,-1.0,no,no,aug,68.0,10.0,0,unknown,0,1
30.0,blue-collar,married,secondary,no,1787.0,yes,yes,may,124.0,1.0,0,unknown,0,0
43.0,technician,married,secondary,no,2.0,no,no,aug,97.0,1.0,0,unknown,0,0
29.0,management,single,tertiary,no,939.0,yes,no,may,177.0,1.0,0,unknown,0,1
36.0,unemployed,single,secondary,no,227.0,yes,no,jul,717.0,4.0,0,unknown,0,1
51.0,management,married,tertiary,yes,-4.0,no,yes,jul,185.0,6.0,0,unknown,0,1
35.0,management,single,tertiary,no,145.0,yes,no,may,1179.0,3.0,0,unknown,0,1
46.0,blue-collar,single,primary,no,305.0,yes,no,jul,180.0,2.0,0,unknown,0,1
32.0,management,single,tertiary,no,4715.0,yes,no,nov,546.0,1.0,0,unknown,1,1
50.0,blue-collar,married,secondary,no,517.0,yes,no,may,898.0,1.0,0,unknown,1,0
32.0,admin.,married,secondary,no,722.0,yes,no,jul,410.0,1.0,0,unknown,0,0
67.0,retired,married,secondary,no,-1.0,no,no,jul,666.0,1.0,4,success,1,1
45.0,management,married,secondary,no,284.0,no,no,aug,145.0,1.0,0,unknown,0,0
40.0,blue-collar,married,secondary,no,254.0,yes,yes,jul,143.0,3.0,0,unknown,0,0
26.0,management,married,secondary,no,863.0,yes,no,jun,526.0,10.0,0,unknown,1,1
46.0,management,married,tertiary,no,-1081.0,yes,yes,nov,75.0,3.0,0,unknown,0,1
55.0,management,married,tertiary,no,360.0,no,no,aug,512.0,2.0,0,unknown,0,0
50.0,services,married,secondary,no,1359.0,no,no,nov,506.0,1.0,1,failure,0,1
54.0,blue-collar,married,primary,no,680.0,yes,no,may,309.0,1.0,0,unknown,0,0
44.0,self-employed,married,tertiary,yes,311.0,yes,no,may,87.0,7.0,0,unknown,0,0
48.0,entrepreneur,divorced,unknown,yes,-706.0,yes,no,jul,1004.0,2.0,0,unknown,1,1
37.0,admin.,single,unknown,no,-1.0,yes,no,may,48.0,2.0,0,unknown,0,0
38.0,management,single,tertiary,no,-5.0,no,no,aug,123.0,2.0,0,unknown,0,1
28.0,admin.,married,secondary,no,117.0,yes,no,may,61.0,1.0,1,failure,0,0
56.0,services,married,secondary,no,425.0,no,yes,aug,91.0,2.0,0,unknown,0,0
26.0,housemaid,married,tertiary,no,91.0,yes,no,may,241.0,1.0,0,unknown,0,1
39.0,blue-collar,married,secondary,no,785.0,yes,no,may,347.0,2.0,0,unknown,0,1
41.0,management,married,tertiary,no,-5.0,yes,yes,jul,58.0,1.0,0,unknown,0,1
35.0,blue-collar,married,secondary,no,5.0,yes,no,may,187.0,2.0,0,unknown,0,1
27.0,services,single,secondary,no,-195.0,yes,no,may,396.0,1.0,0,unknown,0,1
48.0,management,married,tertiary,no,0.0,no,no,nov,218.0,3.0,0,unknown,0,1
37.0,management,married,tertiary,no,483.0,yes,no,may,209.0,1.0,3,failure,0,0
34.0,blue-collar,single,secondary,no,619.0,yes,no,apr,539.0,4.0,0,unknown,0,1
55.0,retired,married,secondary,no,-1.0,no,no,jun,61.0,3.0,0,unknown,0,0
27.0,services,divorced,secondary,no,170.0,yes,no,jun,239.0,2.0,0,unknown,0,0
38.0,unknown,single,secondary,no,-2.0,no,no,jun,169.0,1.0,0,unknown,0,0
29.0,entrepreneur,married,tertiary,no,312.0,no,no,jan,453.0,2.0,0,unknown,0,1
28.0,services,married,secondary,no,246.0,yes,no,may,227.0,2.0,0,unknown,0,1
27.0,entrepreneur,single,tertiary,no,228.0,yes,no,may,578.0,2.0,0,unknown,0,1
51.0,management,divorced,tertiary,no,267.0,no,no,aug,343.0,2.0,0,unknown,0,0
29.0,admin.,divorced,secondary,no,-422.0,no,no,may,22.0,5.0,0,unknown,0,1
39.0,self-employed,divorced,tertiary,no,358.0,yes,no,jun,124.0,5.0,0,unknown,0,1
54.0,unemployed,married,secondary,no,510.0,no,no,jan,86.0,1.0,0,unknown,0,1
39.0,blue-collar,married,primary,no,390.0,yes,no,apr,978.0,2.0,0,unknown,0,1
34.0,technician,divorced,secondary,no,282.0,yes,no,may,162.0,5.0,0,unknown,0,0
28.0,management,single,tertiary,no,1.0,yes,no,sep,59.0,1.0,0,unknown,0,0
50.0,housemaid,married,secondary,no,4.0,no,no,aug,54.0,4.0,0,unknown,0,1
42.0,admin.,married,secondary,no,70.0,no,no,apr,188.0,2.0,2,failure,0,1
34.0,technician,married,secondary,no,-5.0,no,no,aug,132.0,4.0,0,unknown,0,1
38.0,blue-collar,married,secondary,no,38.0,yes,no,jun,35.0,6.0,0,unknown,0,1
28.0,technician,single,tertiary,no,-65.0,yes,no,may,655.0,1.0,0,unknown,1,0
34.0,technician,married,tertiary,no,480.0,no,no,aug,55.0,2.0,0,unknown,0,0
39.0,technician,single,secondary,no,2.0,no,no,aug,122.0,4.0,0,unknown,0,1
28.0,technician,single,tertiary,no,357.0,no,no,mar,85.0,2.0,0,unknown,0,0
51.0,housemaid,married,secondary,yes,1.0,no,no,apr,88.0,3.0,0,unknown,0,1
35.0,technician,single,secondary,no,173.0,yes,no,may,238.0,1.0,0,unknown,0,1
35.0,services,single,primary,no,162.0,no,yes,jul,594.0,2.0,0,unknown,1,0
28.0,services,married,secondary,no,56.0,yes,no,may,102.0,1.0,0,unknown,0,0
49.0,entrepreneur,married,tertiary,no,414.0,yes,yes,jul,104.0,2.0,0,unknown,0,0
36.0,blue-collar,married,secondary,no,542.0,yes,yes,may,460.0,2.0,0,unknown,0,0
33.0,technician,married,tertiary,no,1528.0,yes,no,jun,140.0,4.0,0,unknown,0,1
34.0,services,married,secondary,no,1974.0,yes,no,nov,257.0,1.0,0,unknown,1,0
57.0,technician,divorced,secondary,no,145.0,yes,no,aug,400.0,3.0,0,unknown,1,0
23.0,technician,single,secondary,no,619.0,no,yes,jul,128.0,4.0,0,unknown,0,1
36.0,admin.,married,secondary,no,46.0,yes,yes,may,214.0,1.0,0,unknown,0,0
29.0,admin.,single,secondary,no,425.0,no,yes,jul,313.0,2.0,0,unknown,0,0
50.0,admin.,divorced,secondary,no,-19.0,no,no,jul,54.0,1.0,0,unknown,0,0
30.0,admin.,married,secondary,no,8297.0,yes,no,nov,525.0,1.0,0,unknown,0,1
31.0,management,single,tertiary,no,425.0,yes,no,apr,1254.0,5.0,0,unknown,1,1
53.0,admin.,married,secondary,no,74.0,no,no,jul,189.0,1.0,0,unknown,0,1
40.0,blue-collar,married,secondary,no,478.0,yes,yes,may,204.0,4.0,0,unknown,0,1
43.0,services,single,secondary,no,-388.0,yes,no,may,197.0,4.0,0,unknown,0,1
39.0,blue-collar,married,unknown,no,52.0,yes,no,may,408.0,2.0,0,unknown,0,0
56.0,technician,married,tertiary,no,886.0,no,no,aug,538.0,1.0,2,failure,0,1
48.0,management,married,tertiary,no,4375.0,yes,no,jul,52.0,3.0,0,unknown,0,1
41.0,services,married,secondary,no,933.0,no,no,jun,422.0,1.0,0,unknown,0,0
39.0,blue-collar,married,unknown,no,668.0,yes,no,may,140.0,3.0,0,unknown,0,1
44.0,unemployed,married,secondary,no,2040.0,no,no,feb,817.0,1.0,0,unknown,1,0
32.0,technician,single,secondary,no,951.0,yes,no,may,341.0,1.0,0,unknown,0,1
47.0,management,married,tertiary,no,5261.0,no,no,feb,233.0,1.0,0,unknown,0,0
53.0,unemployed,married,secondary,no,1437.0,yes,no,feb,955.0,2.0,0,unknown,0,0
43.0,management,married,tertiary,no,216.0,yes,no,aug,507.0,3.0,0,unknown,0,1
38.0,technician,single,tertiary,no,2276.0,yes,no,apr,212.0,1.0,0,unknown,0,1
38.0,technician,married,unknown,no,92.0,yes,yes,jul,125.0,2.0,0,unknown,0,0
40.0,student,single,unknown,no,722.0,no,no,jun,65.0,1.0,0,unknown,0,1
35.0,admin.,divorced,secondary,no,677.0,yes,no,may,432.0,1.0,3,other,0,0
56.0,retired,married,secondary,no,520.0,no,no,jan,151.0,2.0,0,unknown,0,1
44.0,admin.,single,secondary,no,590.0,yes,no,may,170.0,1.0,0,unknown,0,0
41.0,entrepreneur,married,unknown,no,0.0,yes,no,jul,376.0,1.0,0,unknown,0,1
34.0,admin.,single,secondary,no,149.0,yes,no,apr,145.0,1.0,2,failure,0,1
40.0,management,single,tertiary,no,121.0,yes,no,feb,768.0,1.0,0,unknown,0,0
25.0,blue-collar,single,secondary,no,495.0,yes,no,may,399.0,1.0,0,unknown,0,1
34.0,self-employed,married,secondary,no,885.0,no,no,jun,168.0,1.0,0,unknown,0,0
